age,workclass,race,sex,y_no,y_yes
48, ?, Black, Female,1,0
35, Self-emp-not-inc, White, Male,1,0
28, Private, Asian-Pac-Islander, Female,1,0
37, Private, White, Male,0,1
42, Self-emp-not-inc, White, Male,0,1
40, Private, White, Male,1,0
47, Private, White, Male,1,0
22, Private, White, Female,1,0
30, Private, White, Male,0,1
28, Private, White, Male,1,0
63, Local-gov, White, Male,1,0
51, Self-emp-not-inc, White, Male,1,0
22, Private, White, Female,1,0
27, ?, Amer-Indian-Eskimo, Male,1,0
35, Private, White, Male,1,0
46, Private, White, Female,1,0
37, Private, White, Male,1,0
24, Private, Black, Male,1,0
37, Self-emp-not-inc, White, Male,1,0
53, Private, White, Male,1,0
27, Private, White, Male,1,0
38, Private, White, Male,1,0
53, Self-emp-not-inc, White, Male,1,0
34, Private, White, Male,1,0
23, Private, Black, Male,1,0
39, Private, White, Male,0,1
43, Private, Asian-Pac-Islander, Female,1,0
67, Self-emp-inc, Asian-Pac-Islander, Male,0,1
81, Self-emp-not-inc, White, Male,1,0
21, Private, White, Male,1,0
23, Private, White, Male,1,0
25, Private, White, Male,1,0
42, Private, White, Female,1,0
38, Private, Black, Female,1,0
64, ?, White, Male,1,0
32, Private, White, Male,1,0
37, Private, White, Male,1,0
51, Private, White, Male,0,1
22, Private, White, Female,1,0
33, Private, White, Female,1,0
42, Private, White, Male,1,0
19, ?, White, Female,1,0
51, Local-gov, White, Male,1,0
23, Private, White, Female,1,0
37, Private, White, Male,0,1
37, Private, White, Male,0,1
47, Private, White, Female,1,0
41, Private, White, Male,0,1
33, Private, White, Male,1,0
31, Private, White, Male,0,1
31, Private, Amer-Indian-Eskimo, Female,1,0
35, Private, Black, Male,1,0
38, Self-emp-inc, White, Male,0,1
18, Private, White, Female,1,0
20, Private, White, Male,1,0
54, Local-gov, Black, Female,1,0
40, Private, White, Female,1,0
36, Self-emp-inc, White, Female,0,1
43, Private, White, Male,1,0
44, Self-emp-not-inc, White, Male,1,0
44, State-gov, White, Female,0,1
43, Private, White, Male,0,1
51, Private, Black, Female,1,0
18, Private, White, Female,1,0
51, Private, White, Male,1,0
41, Private, White, Male,1,0
44, Self-emp-inc, White, Male,0,1
33, Local-gov, White, Male,1,0
33, Self-emp-not-inc, White, Male,0,1
42, Private, White, Male,0,1
25, Private, White, Male,1,0
32, Private, White, Female,1,0
32, Private, White, Male,1,0
36, Private, White, Female,1,0
28, Private, White, Male,1,0
20, Private, White, Female,1,0
35, Self-emp-inc, White, Male,0,1
55, Self-emp-not-inc, White, Male,1,0
48, Private, Asian-Pac-Islander, Male,0,1
36, ?, White, Female,1,0
34, Private, White, Male,0,1
28, Private, White, Female,1,0
67, Private, White, Male,0,1
37, Private, White, Male,1,0
44, Private, White, Male,1,0
25, Private, White, Female,1,0
21, Private, White, Female,1,0
40, State-gov, White, Male,0,1
78, Private, Black, Female,1,0
34, Private, White, Male,1,0
49, Private, White, Female,1,0
22, Private, White, Female,1,0
23, ?, Black, Female,1,0
60, Self-emp-not-inc, White, Male,1,0
45, Local-gov, White, Male,0,1
63, Private, White, Female,1,0
41, Private, Black, Female,1,0
47, Private, White, Female,1,0
44, Private, White, Male,1,0
51, Private, White, Female,1,0
46, Private, White, Male,1,0
41, Private, White, Male,1,0
50, Self-emp-not-inc, White, Male,1,0
47, Private, White, Male,0,1
35, Private, White, Male,1,0
56, Private, White, Male,0,1
45, Private, White, Male,1,0
48, Federal-gov, White, Male,0,1
40, Private, White, Male,1,0
39, Self-emp-inc, White, Male,0,1
20, Private, White, Male,1,0
50, Private, White, Male,0,1
38, State-gov, White, Female,0,1
23, Local-gov, White, Female,1,0
31, Private, White, Male,1,0
58, Private, White, Male,1,0
66, Private, Black, Male,1,0
39, Self-emp-inc, White, Male,0,1
54, Self-emp-not-inc, White, Male,0,1
26, Private, White, Male,1,0
51, Private, White, Female,1,0
34, Private, White, Male,1,0
50, Private, White, Male,0,1
42, Private, White, Male,0,1
38, Private, White, Male,1,0
48, Private, White, Male,1,0
33, Private, White, Female,0,1
51, Private, White, Female,1,0
22, Private, White, Male,1,0
19, ?, White, Male,1,0
41, Private, White, Male,1,0
48, Local-gov, White, Male,0,1
42, Private, White, Female,1,0
34, Private, White, Male,1,0
23, Private, Black, Female,1,0
56, Private, White, Male,1,0
30, Private, Black, Male,1,0
45, Private, White, Male,0,1
48, Private, White, Female,1,0
48, Self-emp-inc, Asian-Pac-Islander, Male,1,0
31, Private, White, Female,1,0
20, State-gov, White, Male,1,0
27, Private, White, Male,1,0
32, Private, Black, Female,1,0
76, ?, White, Male,1,0
19, ?, White, Male,1,0
66, Self-emp-inc, White, Male,1,0
37, Private, White, Male,1,0
34, Private, Black, Female,1,0
34, ?, White, Female,1,0
90, Private, White, Female,1,0
23, Private, Black, Female,1,0
43, Private, White, Female,1,0
44, Private, White, Male,0,1
24, Private, White, Female,1,0
28, Private, White, Male,1,0
64, ?, White, Female,1,0
23, Private, White, Male,1,0
20, Private, White, Female,1,0
36, Private, White, Male,0,1
61, Private, White, Male,1,0
53, Self-emp-not-inc, White, Male,0,1
30, Private, White, Male,0,1
52, Self-emp-not-inc, White, Male,0,1
38, Private, White, Male,1,0
32, Private, White, Male,1,0
30, Self-emp-not-inc, White, Male,1,0
41, Private, White, Female,1,0
49, Local-gov, White, Male,0,1
45, Private, White, Male,0,1
43, Self-emp-not-inc, White, Male,1,0
61, Private, White, Male,1,0
54, Private, White, Male,1,0
34, Private, White, Female,1,0
49, Private, White, Male,0,1
38, Private, White, Male,1,0
35, Private, White, Male,0,1
36, Private, White, Male,1,0
30, Private, White, Male,1,0
36, Private, White, Female,1,0
22, Local-gov, White, Female,1,0
38, Private, White, Male,0,1
37, Private, White, Male,0,1
48, State-gov, White, Female,0,1
17, Private, White, Male,1,0
19, Self-emp-not-inc, White, Male,1,0
27, Private, Black, Female,1,0
22, Private, Asian-Pac-Islander, Male,1,0
49, Private, White, Male,1,0
43, State-gov, White, Female,0,1
43, Private, White, Female,1,0
19, Local-gov, White, Female,1,0
58, Self-emp-not-inc, White, Male,1,0
41, Local-gov, White, Male,0,1
31, Private, White, Male,1,0
30, Private, White, Male,1,0
32, Private, White, Male,1,0
29, Private, White, Male,1,0
42, Private, White, Male,0,1
38, Private, White, Male,1,0
41, Federal-gov, White, Male,0,1
44, Self-emp-not-inc, White, Male,0,1
31, Private, Asian-Pac-Islander, Male,1,0
34, Private, White, Male,1,0
21, Private, White, Male,1,0
22, Self-emp-not-inc, Asian-Pac-Islander, Male,1,0
62, Private, White, Male,1,0
19, ?, White, Female,1,0
29, Self-emp-inc, White, Female,0,1
43, Private, White, Female,1,0
68, ?, White, Male,1,0
45, Self-emp-inc, White, Male,0,1
39, Self-emp-inc, White, Male,1,0
41, Private, Black, Male,1,0
34, Self-emp-not-inc, White, Female,0,1
34, Local-gov, White, Female,1,0
31, Private, White, Male,1,0
29, Private, White, Male,1,0
41, Private, White, Male,0,1
41, Private, White, Male,1,0
35, Self-emp-inc, White, Male,0,1
33, Private, White, Female,0,1
37, State-gov, White, Male,1,0
69, Private, White, Female,1,0
34, Private, White, Female,1,0
60, Self-emp-inc, White, Male,0,1
36, Private, White, Male,1,0
41, Private, White, Male,1,0
58, Local-gov, White, Female,0,1
53, Private, Asian-Pac-Islander, Male,1,0
29, Private, White, Male,1,0
45, Federal-gov, White, Female,1,0
34, State-gov, White, Male,1,0
36, Private, White, Male,1,0
48, Private, Black, Female,1,0
20, Private, White, Female,1,0
35, Private, White, Male,0,1
63, Federal-gov, Black, Male,1,0
41, Self-emp-not-inc, White, Male,1,0
28, Private, White, Male,1,0
30, Private, Black, Female,1,0
34, ?, White, Female,1,0
31, Private, White, Female,1,0
37, Private, White, Female,1,0
42, ?, White, Male,1,0
31, Private, White, Male,0,1
46, Self-emp-not-inc, White, Male,0,1
35, Federal-gov, Black, Male,0,1
27, Private, White, Male,1,0
41, Private, White, Male,1,0
19, Private, White, Female,1,0
20, Private, White, Male,1,0
59, Federal-gov, White, Female,1,0
40, Private, White, Male,1,0
56, Self-emp-not-inc, White, Male,1,0
33, Private, White, Male,0,1
30, Self-emp-inc, White, Female,1,0
46, Private, White, Male,1,0
61, Self-emp-inc, White, Male,0,1
50, Self-emp-inc, White, Male,0,1
25, Private, White, Male,1,0
40, Private, White, Female,1,0
24, ?, White, Male,1,0
51, Private, White, Male,1,0
43, State-gov, White, Male,1,0
34, Private, White, Male,1,0
46, Private, White, Male,0,1
28, State-gov, White, Female,0,1
26, Private, Asian-Pac-Islander, Male,1,0
20, Private, White, Male,1,0
44, Private, White, Male,1,0
51, Private, White, Male,1,0
33, Private, White, Male,0,1
54, Private, White, Male,0,1
50, Private, White, Female,0,1
33, Private, Black, Female,1,0
65, Private, White, Male,0,1
22, ?, White, Female,1,0
88, Self-emp-not-inc, White, Male,1,0
40, Private, White, Male,1,0
51, Private, White, Female,1,0
50, Private, Black, Female,1,0
25, Private, White, Male,0,1
20, Private, White, Male,1,0
47, Private, White, Male,1,0
58, ?, White, Male,0,1
22, Private, White, Female,1,0
50, State-gov, White, Male,0,1
47, Private, White, Female,1,0
24, Local-gov, Asian-Pac-Islander, Male,1,0
50, ?, White, Male,0,1
40, Private, White, Female,0,1
36, Private, White, Male,1,0
32, Private, White, Male,1,0
44, Private, White, Male,1,0
51, ?, White, Male,1,0
59, Federal-gov, Black, Female,1,0
65, Private, White, Male,1,0
24, State-gov, White, Female,1,0
27, Local-gov, White, Male,1,0
51, Private, White, Male,1,0
48, Private, White, Male,0,1
39, Private, White, Male,1,0
28, Private, White, Male,1,0
19, Private, White, Female,1,0
49, Local-gov, Black, Female,1,0
51, Local-gov, White, Male,1,0
59, Private, White, Male,1,0
18, Private, White, Female,1,0
50, Private, White, Male,1,0
45, Federal-gov, Black, Male,0,1
30, Local-gov, White, Male,0,1
37, Private, White, Male,1,0
44, Private, White, Male,0,1
33, Private, Black, Male,1,0
61, Self-emp-inc, White, Male,0,1
61, Local-gov, White, Male,1,0
38, Private, White, Male,0,1
22, ?, White, Male,1,0
36, Private, White, Male,1,0
44, Self-emp-inc, White, Male,0,1
37, Private, White, Male,1,0
31, Private, White, Female,1,0
54, Private, White, Male,0,1
20, Private, White, Male,1,0
63, ?, White, Female,0,1
48, Self-emp-not-inc, Amer-Indian-Eskimo, Male,0,1
33, ?, Asian-Pac-Islander, Female,1,0
31, Private, White, Male,1,0
38, Private, White, Male,0,1
45, Self-emp-not-inc, White, Male,0,1
48, Private, White, Male,1,0
53, Private, White, Male,1,0
55, Private, White, Female,1,0
38, Private, White, Male,0,1
29, Private, White, Female,1,0
36, Private, White, Male,0,1
42, Self-emp-not-inc, White, Male,1,0
50, Private, White, Female,1,0
75, Self-emp-not-inc, White, Male,1,0
46, Private, White, Male,0,1
52, Federal-gov, White, Female,1,0
27, Private, White, Female,1,0
43, Private, White, Male,1,0
31, Private, Black, Female,1,0
23, Private, White, Female,1,0
34, Private, White, Female,1,0
41, Self-emp-not-inc, White, Female,1,0
31, Private, White, Female,1,0
42, Private, White, Female,1,0
35, Private, White, Male,0,1
55, Private, White, Female,1,0
36, State-gov, White, Female,1,0
65, Self-emp-not-inc, White, Male,0,1
38, Local-gov, White, Male,1,0
62, Private, White, Female,1,0
54, Self-emp-inc, White, Male,0,1
49, Private, White, Male,1,0
34, Private, White, Female,1,0
32, Private, White, Female,1,0
51, Self-emp-inc, White, Male,0,1
48, Self-emp-not-inc, White, Male,1,0
30, Private, White, Male,1,0
52, Federal-gov, White, Female,1,0
28, Self-emp-not-inc, White, Male,1,0
29, Private, Asian-Pac-Islander, Male,1,0
38, Private, White, Female,1,0
57, Private, White, Male,0,1
43, Federal-gov, White, Male,0,1
37, State-gov, White, Male,1,0
30, Private, White, Male,1,0
53, Private, White, Male,0,1
69, ?, White, Female,1,0
73, Private, White, Female,1,0
22, Self-emp-inc, White, Male,1,0
31, Private, White, Female,1,0
38, Private, White, Male,0,1
50, Self-emp-not-inc, White, Male,1,0
37, Private, White, Male,1,0
44, Local-gov, White, Male,1,0
47, Private, Black, Female,1,0
27, Private, White, Male,1,0
28, Private, White, Female,1,0
25, Private, Black, Female,1,0
20, Private, White, Female,1,0
51, Local-gov, White, Male,0,1
46, Private, White, Male,0,1
67, Private, White, Male,0,1
47, Private, White, Male,1,0
42, Private, White, Male,1,0
52, Private, White, Male,1,0
42, Federal-gov, Asian-Pac-Islander, Female,0,1
65, ?, White, Male,0,1
21, Private, Black, Male,1,0
50, Private, White, Female,0,1
46, Private, White, Male,1,0
47, Self-emp-not-inc, White, Male,0,1
57, Private, White, Male,1,0
37, Private, White, Male,1,0
50, Private, White, Male,1,0
58, ?, White, Male,1,0
63, Self-emp-not-inc, White, Female,1,0
39, Private, White, Male,1,0
46, Private, Black, Male,1,0
36, Private, White, Male,1,0
26, Private, White, Male,1,0
21, Private, White, Male,1,0
41, Private, White, Male,1,0
44, Local-gov, Black, Male,1,0
22, Private, White, Male,1,0
29, Federal-gov, Black, Male,1,0
29, Private, Black, Female,1,0
58, Self-emp-inc, White, Female,0,1
36, Self-emp-not-inc, White, Male,1,0
30, Private, White, Male,1,0
37, Private, White, Male,0,1
29, Private, White, Male,1,0
26, Private, White, Female,1,0
43, Private, White, Male,1,0
49, Private, White, Female,0,1
45, Federal-gov, White, Male,1,0
28, Private, White, Female,1,0
20, ?, White, Female,1,0
51, Private, White, Female,1,0
32, Private, White, Male,0,1
24, Private, White, Female,1,0
35, Private, White, Male,0,1
35, ?, White, Male,1,0
41, State-gov, White, Male,0,1
48, Private, White, Male,0,1
61, Local-gov, White, Female,1,0
20, Private, White, Male,1,0
27, Private, White, Male,0,1
55, Private, White, Male,0,1
39, Private, White, Male,0,1
17, ?, White, Male,1,0
47, Private, White, Male,1,0
52, Private, Asian-Pac-Islander, Female,0,1
24, Private, Black, Female,1,0
29, Private, Black, Female,1,0
25, Private, White, Male,1,0
20, Private, White, Female,1,0
23, Private, Black, Male,1,0
57, Private, White, Male,1,0
51, Private, White, Male,0,1
33, Private, White, Female,1,0
39, Private, White, Male,1,0
40, Private, White, Male,0,1
71, Private, White, Female,1,0
38, State-gov, White, Male,1,0
28, State-gov, White, Male,1,0
57, Private, White, Female,1,0
47, Private, White, Male,1,0
59, State-gov, White, Male,1,0
26, Private, Other, Male,1,0
35, Private, White, Female,1,0
61, Self-emp-inc, White, Male,0,1
17, ?, White, Female,1,0
36, Private, Asian-Pac-Islander, Male,0,1
62, ?, White, Male,1,0
34, Private, White, Male,0,1
32, Self-emp-inc, White, Male,0,1
42, Private, White, Female,1,0
39, Private, White, Male,1,0
58, Private, Black, Male,1,0
61, Self-emp-not-inc, White, Male,0,1
40, Private, Black, Male,1,0
31, Private, White, Male,1,0
36, Private, White, Male,1,0
23, Private, White, Male,1,0
33, Private, White, Male,1,0
52, Private, White, Male,0,1
22, Private, White, Female,1,0
51, Private, White, Female,1,0
31, Federal-gov, White, Female,1,0
49, Self-emp-inc, White, Female,1,0
49, Private, Black, Female,1,0
53, Federal-gov, Black, Female,1,0
52, Private, Asian-Pac-Islander, Male,0,1
20, Private, White, Male,1,0
26, Private, Black, Male,1,0
61, ?, White, Male,1,0
43, Private, White, Female,1,0
46, Self-emp-inc, White, Male,1,0
43, Local-gov, White, Female,1,0
41, Private, Black, Female,1,0
44, Self-emp-not-inc, White, Male,1,0
54, Private, White, Male,1,0
65, Private, White, Male,0,1
32, Private, White, Female,1,0
25, Private, White, Male,1,0
23, Private, White, Male,1,0
25, Local-gov, White, Male,1,0
19, Private, White, Male,1,0
37, Self-emp-not-inc, White, Male,1,0
45, Private, White, Male,1,0
37, Private, Black, Male,1,0
40, Self-emp-not-inc, White, Male,0,1
19, ?, White, Male,1,0
17, Private, White, Male,1,0
27, Private, White, Female,1,0
40, Local-gov, Black, Male,0,1
59, Private, White, Female,1,0
19, Federal-gov, Black, Female,1,0
43, Private, Black, Male,1,0
42, Private, White, Male,0,1
54, Private, Black, Male,1,0
54, Self-emp-not-inc, White, Male,1,0
51, Private, White, Male,1,0
50, Private, White, Male,0,1
40, Private, White, Female,1,0
55, Private, White, Male,1,0
50, Private, White, Female,1,0
31, Private, White, Male,1,0
42, ?, Black, Female,1,0
24, Private, White, Male,0,1
30, Private, White, Male,1,0
39, Local-gov, White, Female,0,1
